RecipientCountryCode,Year,ReportingOrgID,ReportingOrgName,ReportingOrgType,TransactionProviderID,TransactionProviderName,TransactionProviderType,checkID,ReportingOrgIDRevised,ReportingOrgNameRevised,ReportingOrgTypeRevised
MM,2024,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-972417920,Norwegian Ministry of Foreign Affairs,NA,MM-2024-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-972417920-Norwegian Ministry of Foreign Affairs,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
BD,2024,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-972417920,Norwegian Ministry of Foreign Affairs,NA,BD-2024-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-972417920-Norwegian Ministry of Foreign Affairs,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
BD,2022,GB-COH-1364201,Plan International UK,21,GB-COH-1364201,Plan International UK,NA,BD-2022-GB-COH-1364201-Plan International UK-GB-COH-1364201-Plan International UK,GB-COH-1364201,Plan International UK,21
BD,2021,GB-COH-1364201,Plan International UK,21,GB-COH-1364201,Plan International UK,NA,BD-2021-GB-COH-1364201-Plan International UK-GB-COH-1364201-Plan International UK,GB-COH-1364201,Plan International UK,21
MM,2022,GB-COH-03580586,PricewaterhouseCoopers LLP,70,GB-COH-03580586,PwC,70,MM-2022-GB-COH-03580586-PricewaterhouseCoopers LLP-GB-COH-03580586-PwC,GB-COH-03580586,PricewaterhouseCoopers LLP,70
MM,2021,GB-COH-03580586,PricewaterhouseCoopers LLP,70,GB-COH-03580586,PwC,70,MM-2021-GB-COH-03580586-PricewaterhouseCoopers LLP-GB-COH-03580586-PwC,GB-COH-03580586,PricewaterhouseCoopers LLP,70
BD,2021,GB-CHC-1076497,Sense International,21,GB-CHC-1076497,Sense International ,21,BD-2021-GB-CHC-1076497-Sense International-GB-CHC-1076497-Sense International ,GB-CHC-1076497,Sense International,21
BD,2024,CH-FDJP-CHE107828868,Swisscontact,21,XM-DAC-7,The Embassy of the Kingdom of the Netherlands,10,BD-2024-CH-FDJP-CHE107828868-Swisscontact-XM-DAC-7-The Embassy of the Kingdom of the Netherlands,XM-DAC-7,Netherlands - Ministry of Foreign Affairs,10
BD,2023,CH-FDJP-CHE107828868,Swisscontact,21,XM-DAC-7,The Embassy of the Kingdom of the Netherlands,10,BD-2023-CH-FDJP-CHE107828868-Swisscontact-XM-DAC-7-The Embassy of the Kingdom of the Netherlands,XM-DAC-7,Netherlands - Ministry of Foreign Affairs,10
BD,2022,CH-FDJP-CHE107828868,Swisscontact,21,XM-DAC-7,The Embassy of the Kingdom of the Netherlands,10,BD-2022-CH-FDJP-CHE107828868-Swisscontact-XM-DAC-7-The Embassy of the Kingdom of the Netherlands,XM-DAC-7,Netherlands - Ministry of Foreign Affairs,10
BD,2022,GB-CHC-313757,Voluntary Service Overseas,21,GB-CHC-313757,VSO,21,BD-2022-GB-CHC-313757-Voluntary Service Overseas-GB-CHC-313757-VSO,GB-CHC-313757,Voluntary Service Overseas (VSO),21
MM,2022,GB-CHC-313757,Voluntary Service Overseas,21,GB-CHC-313757,VSO,21,MM-2022-GB-CHC-313757-Voluntary Service Overseas-GB-CHC-313757-VSO,GB-CHC-313757,Voluntary Service Overseas (VSO),21
BD,2023,GB-CHC-313757,Voluntary Service Overseas,21,GB-CHC-313757,VSO,21,BD-2023-GB-CHC-313757-Voluntary Service Overseas-GB-CHC-313757-VSO,GB-CHC-313757,Voluntary Service Overseas (VSO),21
MM,2023,GB-CHC-313757,Voluntary Service Overseas,21,GB-CHC-313757,VSO,21,MM-2023-GB-CHC-313757-Voluntary Service Overseas-GB-CHC-313757-VSO,GB-CHC-313757,Voluntary Service Overseas (VSO),21
BD,2024,XI-IATI-WBTF,World Bank Trust Funds,40,NA,World Bank Trust Funds,NA,BD-2024-XI-IATI-WBTF-World Bank Trust Funds-NA-World Bank Trust Funds,XI-IATI-WBTF,World Bank Trust Funds,40
BD,2023,XI-IATI-WBTF,World Bank Trust Funds,40,NA,World Bank Trust Funds,NA,BD-2023-XI-IATI-WBTF-World Bank Trust Funds-NA-World Bank Trust Funds,XI-IATI-WBTF,World Bank Trust Funds,40
BD,2024,44000,World Bank,40,44002,IDA Credit,NA,BD-2024-44000-World Bank-44002-IDA Credit,44000,World Bank,40
BD,2021,44000,World Bank,40,44002,IDA Credit,NA,BD-2021-44000-World Bank-44002-IDA Credit,44000,World Bank,40
BD,2023,44000,World Bank,40,44002,IDA Credit,NA,BD-2023-44000-World Bank-44002-IDA Credit,44000,World Bank,40
BD,2022,44000,World Bank,40,44002,IDA Credit,NA,BD-2022-44000-World Bank-44002-IDA Credit,44000,World Bank,40
BD,2021,BE-BCE_KBO-0413986102,WSM,22,BE-BCE_KBO-0413986102,WSM-Wereldsolidariteit-Solidarité Mondiale,22,BD-2021-BE-BCE_KBO-0413986102-WSM-BE-BCE_KBO-0413986102-WSM-Wereldsolidariteit-Solidarité Mondiale,BE-BCE_KBO-0413986102,Wereldsolidariteit-Solidarité Mondiale (WSM),22
BD,2021,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,BD-2021-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
BD,2022,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,BD-2022-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
BD,2023,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,BD-2023-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
BD,2024,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,BD-2024-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
MM,2024,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,MM-2024-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
MM,2023,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,MM-2023-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
MM,2024,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"MM-2024-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth and Development Office",10
BD,2020,XM-DAC-46004,Asian Development Bank,40,NA,Asian Development Bank,NA,BD-2020-XM-DAC-46004-Asian Development Bank-NA-Asian Development Bank,XM-DAC-46004,Asian Development Bank,40
MM,2020,XM-DAC-46004,Asian Development Bank,40,NA,Asian Development Bank,NA,MM-2020-XM-DAC-46004-Asian Development Bank-NA-Asian Development Bank,XM-DAC-46004,Asian Development Bank,40
BD,2024,KR-GOV-010,Office for Government Policy Coordination,10,KR-GOV-021,The Export-Import Bank of Korea(Economic Development Cooperation Fund),10,BD-2024-KR-GOV-010-Office for Government Policy Coordination-KR-GOV-021-The Export-Import Bank of Korea(Economic Development Cooperation Fund),KR-GOV-010,Republic of Korea,10
